time,go_gc_duration_seconds_payment:80_payment_0,go_gc_duration_seconds_payment:80_payment_0.25,go_gc_duration_seconds_payment:80_payment_0.5,go_gc_duration_seconds_payment:80_payment_0.75,go_gc_duration_seconds_payment:80_payment_1,go_gc_duration_seconds_count_payment:80_payment,go_gc_duration_seconds_sum_payment:80_payment,go_goroutines_payment:80_payment,go_memstats_alloc_bytes_payment:80_payment,go_memstats_alloc_bytes_total_payment:80_payment,go_memstats_buck_hash_sys_bytes_payment:80_payment,go_memstats_frees_total_payment:80_payment,go_memstats_gc_sys_bytes_payment:80_payment,go_memstats_heap_alloc_bytes_payment:80_payment,go_memstats_heap_idle_bytes_payment:80_payment,go_memstats_heap_inuse_bytes_payment:80_payment,go_memstats_heap_objects_payment:80_payment,go_memstats_heap_released_bytes_payment:80_payment,go_memstats_heap_sys_bytes_payment:80_payment,go_memstats_last_gc_time_seconds_payment:80_payment,go_memstats_lookups_total_payment:80_payment,go_memstats_mallocs_total_payment:80_payment,go_memstats_mcache_inuse_bytes_payment:80_payment,go_memstats_mcache_sys_bytes_payment:80_payment,go_memstats_mspan_inuse_bytes_payment:80_payment,go_memstats_mspan_sys_bytes_payment:80_payment,go_memstats_next_gc_bytes_payment:80_payment,go_memstats_other_sys_bytes_payment:80_payment,go_memstats_stack_inuse_bytes_payment:80_payment,go_memstats_stack_sys_bytes_payment:80_payment,go_memstats_sys_bytes_payment:80_payment,process_cpu_seconds_total_payment:80_payment,process_max_fds_payment:80_payment,process_open_fds_payment:80_payment,process_resident_memory_bytes_payment:80_payment,process_start_time_seconds_payment:80_payment,process_virtual_memory_bytes_payment:80_payment,request_duration_seconds_bucket_payment:80_false_payment_0.005_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.01_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.025_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.05_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.1_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.25_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.5_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_1_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_2.5_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_5_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_10_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_+Inf_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.005_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.01_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.025_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.05_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.1_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.25_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.5_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_1_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_2.5_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_5_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_10_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_+Inf_GET_metrics_200,request_duration_seconds_count_payment:80_false_payment_POST_paymentauth_200,request_duration_seconds_count_payment:80_false_payment_GET_metrics_200,request_duration_seconds_sum_payment:80_false_payment_POST_paymentauth_200,request_duration_seconds_sum_payment:80_false_payment_GET_metrics_200,scrape_duration_seconds_payment:80_payment,scrape_samples_post_metric_relabeling_payment:80_payment,scrape_samples_scraped_payment:80_payment,scrape_series_added_payment:80_payment,up_payment:80_payment
2020-05-31T12:15:30,7.114500000000001e-05,0.000324878,0.000395617,0.0006432720000000001,0.006876002000000001,36335.0,10.222996219,15.0,3924584.0,99636685824.0,1535074.0,239822675.0,561152.0,3052264.0,4751360.0,4071424.0,30557.0,2195456.0,8650752.0,1590907516.6651967,843655.0,239873705.0,4800.0,16384.0,61920.0,98304.0,4194304.0,1141910.0,1835008.0,1835008.0,13838584.0,577.37,1048576.0,12.0,15482880.0,1590384708.54,22032384.0,609993.0,610892.0,611164.0,611191.0,611201.0,611201.0,611201.0,611201.0,611201.0,611201.0,611201.0,611201.0,104314.0,104526.0,104545.0,104545.0,104545.0,104545.0,104545.0,104545.0,104545.0,104545.0,104545.0,104545.0,611482.0,104547.0,196.9922899510076,183.55827398800022,0.002339502,65.0,65.0,0.0,1.0
2020-05-31T12:15:35,7.114500000000001e-05,0.000324878,0.00039794900000000003,0.0006432720000000001,0.006876002000000001,36336.0,10.223538482,14.0,3052264.0,99638618424.0,1535074.0,239841882.0,561152.0,1880712.0,6430720.0,3784704.0,25500.0,2195456.0,8650752.0,1590907526.5775354,843677.0,239890215.0,4800.0,16384.0,57920.0,98304.0,4194304.0,1141910.0,1835008.0,1835008.0,13838584.0,577.43,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,610145.0,611044.0,611316.0,611343.0,611353.0,611353.0,611353.0,611353.0,611353.0,611353.0,611353.0,611353.0,104315.0,104527.0,104546.0,104546.0,104546.0,104546.0,104546.0,104546.0,104546.0,104546.0,104546.0,104546.0,611644.0,104548.0,197.05102307500752,183.55993042800023,0.003098589,65.0,65.0,0.0,1.0
2020-05-31T12:15:40,7.114500000000001e-05,0.000324878,0.00039794900000000003,0.0006432720000000001,0.006876002000000001,36337.0,10.223819937,17.0,1880712.0,99640342216.0,1535074.0,239843148.0,561152.0,3305032.0,4579328.0,2850816.0,23935.0,2195456.0,9175040.0,1590907532.38537,843677.0,239908390.0,4800.0,16384.0,55360.0,98304.0,4194304.0,1141910.0,1310720.0,1310720.0,13838584.0,577.49,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,610274.0,611173.0,611445.0,611472.0,611482.0,611482.0,611482.0,611482.0,611482.0,611482.0,611482.0,611482.0,104316.0,104528.0,104547.0,104547.0,104547.0,104547.0,104547.0,104547.0,104547.0,104547.0,104547.0,104547.0,611800.0,104549.0,197.0994971180077,183.56141117200022,0.002018692,65.0,65.0,0.0,1.0
2020-05-31T12:15:45,7.114500000000001e-05,0.000324878,0.00039794900000000003,0.0006432720000000001,0.006876002000000001,36337.0,10.223819937,16.0,3305032.0,99641766536.0,1535074.0,239864715.0,561152.0,2919616.0,4866048.0,4538368.0,37877.0,2195456.0,9175040.0,1590907541.5777912,843687.0,239925287.0,4800.0,16384.0,70080.0,98304.0,4194304.0,1141910.0,1310720.0,1310720.0,13838584.0,577.56,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,610435.0,611335.0,611607.0,611634.0,611644.0,611644.0,611644.0,611644.0,611644.0,611644.0,611644.0,611644.0,104317.0,104529.0,104548.0,104548.0,104548.0,104548.0,104548.0,104548.0,104548.0,104548.0,104548.0,104548.0,611956.0,104550.0,197.14469055800774,183.56355270000023,0.00221598,65.0,65.0,0.0,1.0
2020-05-31T12:15:50,7.114500000000001e-05,0.00032455600000000004,0.00039794900000000003,0.0006432720000000001,0.006876002000000001,36338.0,10.22393547,15.0,2919616.0,99643646072.0,1535074.0,239884455.0,561152.0,2011304.0,6324224.0,3678208.0,24193.0,2195456.0,8650752.0,1590907541.5777912,843695.0,239940121.0,4800.0,16384.0,55840.0,98304.0,4194304.0,1141910.0,1835008.0,1835008.0,13838584.0,577.64,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,610591.0,611491.0,611763.0,611790.0,611800.0,611800.0,611800.0,611800.0,611800.0,611800.0,611800.0,611800.0,104318.0,104530.0,104549.0,104549.0,104549.0,104549.0,104549.0,104549.0,104549.0,104549.0,104549.0,104549.0,612091.0,104551.0,197.1870598630079,183.56488308400023,0.002324088,65.0,65.0,0.0,1.0
2020-05-31T12:15:55,7.114500000000001e-05,0.00032455600000000004,0.000395617,0.0006324890000000001,0.006876002000000001,36339.0,10.224284646,16.0,2011304.0,99645590656.0,1535074.0,239887410.0,561152.0,3812472.0,4636672.0,2752512.0,22950.0,2195456.0,9175040.0,1590907547.7575462,843705.0,239958129.0,4800.0,16384.0,53280.0,98304.0,4194304.0,1141910.0,1310720.0,1310720.0,13838584.0,577.71,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,610747.0,611647.0,611919.0,611946.0,611956.0,611956.0,611956.0,611956.0,611956.0,611956.0,611956.0,611956.0,104319.0,104531.0,104550.0,104550.0,104550.0,104550.0,104550.0,104550.0,104550.0,104550.0,104550.0,104550.0,612261.0,104552.0,197.23919924200803,183.56631441900024,0.002520924,65.0,65.0,0.0,1.0
2020-05-31T12:16:00,7.114500000000001e-05,0.00032204900000000003,0.000393992,0.0006324890000000001,0.006876002000000001,36340.0,10.224572391,15.0,3812472.0,99647453336.0,1535074.0,239915928.0,561152.0,2838344.0,4972544.0,4472832.0,38266.0,2195456.0,8650752.0,1590907547.7575462,843713.0,239975535.0,4800.0,16384.0,68960.0,98304.0,4194304.0,1141910.0,1835008.0,1835008.0,13838584.0,577.77,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,610882.0,611782.0,612054.0,612081.0,612091.0,612091.0,612091.0,612091.0,612091.0,612091.0,612091.0,612091.0,104320.0,104532.0,104551.0,104551.0,104551.0,104551.0,104551.0,104551.0,104551.0,104551.0,104551.0,104551.0,612416.0,104553.0,197.27742310400797,183.56765741200024,0.004229703,65.0,65.0,0.0,1.0
2020-05-31T12:16:05,7.114500000000001e-05,0.00032204900000000003,0.000393992,0.0006324890000000001,0.006876002000000001,36340.0,10.224572391,14.0,2838344.0,99649204256.0,1535074.0,239935179.0,561152.0,1939128.0,6422528.0,3792896.0,26182.0,2195456.0,8650752.0,1590907556.579196,843721.0,239992821.0,4800.0,16384.0,58720.0,98304.0,4194304.0,1141910.0,1835008.0,1835008.0,13838584.0,577.85,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,611052.0,611952.0,612224.0,612251.0,612261.0,612261.0,612261.0,612261.0,612261.0,612261.0,612261.0,612261.0,104321.0,104533.0,104552.0,104552.0,104552.0,104552.0,104552.0,104552.0,104552.0,104552.0,104552.0,104552.0,612556.0,104554.0,197.32532558400806,183.56902508000024,0.003435056,65.0,65.0,0.0,1.0
2020-05-31T12:16:10,7.114500000000001e-05,0.000320616,0.00039313200000000003,0.000631432,0.006876002000000001,36341.0,10.224831139,14.0,1939128.0,99651165496.0,1535074.0,239937269.0,561152.0,3816336.0,4177920.0,2793472.0,22184.0,2195456.0,9175040.0,1590907561.980687,843730.0,240008307.0,4800.0,16384.0,54560.0,98304.0,4194304.0,1141910.0,1310720.0,1310720.0,13838584.0,577.92,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,611207.0,612107.0,612379.0,612406.0,612416.0,612416.0,612416.0,612416.0,612416.0,612416.0,612416.0,612416.0,104322.0,104534.0,104553.0,104553.0,104553.0,104553.0,104553.0,104553.0,104553.0,104553.0,104553.0,104553.0,612704.0,104555.0,197.366643876008,183.57230244700025,0.002392708,65.0,65.0,0.0,1.0
2020-05-31T12:16:15,7.114500000000001e-05,0.000320616,0.00039313200000000003,0.000631432,0.006876002000000001,36341.0,10.224831139,14.0,3816336.0,99653042704.0,1535074.0,239966639.0,561152.0,2929168.0,4857856.0,2416640.0,11685.0,2195456.0,9175040.0,1590907571.527822,843747.0,240027224.0,4800.0,16384.0,53280.0,98304.0,4194304.0,1141910.0,1310720.0,1310720.0,13838584.0,577.99,1048576.0,10.0,15482880.0,1590384708.54,22032384.0,611346.0,612247.0,612519.0,612546.0,612556.0,612556.0,612556.0,612556.0,612556.0,612556.0,612556.0,612556.0,104323.0,104535.0,104554.0,104554.0,104554.0,104554.0,104554.0,104554.0,104554.0,104554.0,104554.0,104554.0,612873.0,104556.0,197.42971112300793,183.57486541100025,0.002462362,65.0,65.0,0.0,1.0
